Unnamed: 0,Query 1,sub-Query 2,Query 2
Vacation,"['https://travel.usnews.com/rankings/worlds-best-vacations/', 'https://www.travelchannel.com/interests/travel-tips/articles', 'https://www.travelandleisure.com/trip-ideas/best-places-to-t', 'https://www.tripadvisor.co.uk/Inspiration', 'https://www.funjet.com/destinations', 'https://www.forbes.com/sites/alexandratalty/2018/12/31/the-1', 'https://www.forbes.com/sites/alexandratalty/2018/12/31/the-1', 'https://www.travelchannel.com/interests/travel-tips/articles', 'https://www.tui.co.uk/destinations/discover/style/best-holid', 'https://www.cnn.com/travel/article/places-to-visit-2019/inde', 'https://www.cnbc.com/2019/10/22/here-are-the-worlds-10-best-', 'https://www.tripadvisor.com/VacationRentalsBlog/vacation-des', 'https://www.forbes.com/sites/christopherelliott/2019/05/08/t', 'https://www.harpersbazaar.com/culture/travel-dining/g9991791', 'https://www.google.com/search?q=Travel+destinations&stick=H4', 'https://www.google.com/search?q=Rome&stick=H4sIAAAAAAAAAOOQU', 'https://www.theactivetimes.com/travel/50-best-places-vacatio', 'https://www.forbes.com/sites/alexandratalty/2018/12/31/the-1', 'https://www.planetware.com/seychelles/best-tropical-vacation', 'https://www.bustle.com/p/the-top-travel-destinations-in-2019', 'https://www.realsimple.com/work-life/travel/destinations/air', 'https://www.goodhousekeeping.com/life/travel/g3694/best-fami', 'https://www.cntraveller.com/gallery/top-holiday-destinations', 'https://www.tripstodiscover.com/worlds-best-vacation-destina', 'https://www.delta.com/content/www/en_US/shop/delta-vacations', 'https://www.lonelyplanet.com/best-in-travel', 'https://viewfinder.expedia.com/top-rated-vacation-destinatio', 'https://www.nationalgeographic.com/travel/features/best-trip', 'https://www.thestreet.com/personal-finance/top-trending-vaca', 'https://www.diamondresorts.com/destinations', 'https://www.foxbusiness.com/lifestyle/vacation-destinations-', 'https://www.bluegreenvacations.com/destinations', 'https://www.tripsavvy.com/top-mexico-destinations-4123615', 'https://www.southwestvacations.com/destinations/', 'https://www.inspirato.com/travel/destinations/']","['https://www.google.com/search?source=hp&ei=dCXYXZWRMcHcwQKy4', 'https://money.usnews.com/money/personal-finance/spending/art', 'https://money.usnews.com/money/personal-finance/spending/art', 'https://upgradedpoints.com/best-websites-for-booking-cheap-f', 'https://lendedu.com/blog/10-cheapest-airlines-to-fly-with', 'https://www.businessinsider.com/the-best-time-to-book-your-p', 'https://www.cheapflights.co.uk/', 'https://www.skyscanner.net/', 'https://www.kayak.co.uk/flights', 'https://www.expedia.co.uk/Flights', 'https://www.cheapoair.co.uk/flights/', 'https://www.esky.co.uk/flights', 'https://www.travelsupermarket.com/en-gb/flights/', 'https://www.cheapflights.com/', 'https://www.hotwire.com/flights/', 'https://www.onetravel.com/cheap-flights', 'https://www.cheapair.com/flights/', 'https://www.lastminute.com/flights/', 'https://www.dealchecker.co.uk/cheap-flights.html', 'https://www.tripadvisor.co.uk/CheapFlightsHome', 'https://www.momondo.co.uk/', 'https://www.opodo.co.uk/cheap-flights/', 'https://www.cheapoair.ca/', 'https://www.edreams.co.uk/flights/', 'https://www.orbitz.com/Flights', 'https://www.travelocity.com/Flights', 'https://www.easemytrip.com/flights.html', 'https://www.makemytrip.com/flights/', 'https://www.cheaptickets.com/Flights', 'https://www.lowcostairlines.com/', 'https://www.aa.com/booking/find-flights', 'https://www.moneysavingexpert.com/travel/cheap-flights/', 'https://www.goibibo.com/flights/', 'https://www.cleartrip.com/flights', 'https://www.budgetair.co.uk/', 'https://www.ticketstoworld.co.uk/']","['https://www.thetravel.com/20-states-in-the-u-s-actually-wort', 'http://wallethub.com/edu/most-fun-states/34665/', 'https://wallethub.com/edu/most-fun-states/34665/', 'https://www.travelandleisure.com/worlds-best/cities-in-us', 'https://www.planetware.com/usa/best-places-to-visit-in-the-u', 'https://www.worldatlas.com/articles/the-most-visited-cities-', 'https://www.planetware.com/usa/best-places-to-visit-in-the-u', 'https://www.cntraveler.com/galleries/2015-06-27/things-to-do', 'https://www.tripsavvy.com/the-top-places-to-visit-in-the-uni', 'https://www.lonelyplanet.com/best-in-us', 'https://www.touropia.com/best-places-to-visit-in-usa/', 'https://theculturetrip.com/north-america/usa/articles/the-mo', 'https://handluggageonly.co.uk/2018/09/30/21-fun-cities-in-th', 'https://www.bankbazaar.com/visa/top-places-to-visit-in-usa.h', 'https://www.flightcentre.co.uk/uk-travel-blog/the-best-place', 'https://www.google.com/search?q=Next+World+Cups&stick=H4sIAA', 'https://www.google.com/search?q=D+Day+combatants&stick=H4sIA', 'https://www.google.com/search?q=North+American+countries&sti', 'https://www.google.com/search?source=hp&ei=jCXYXYOGBcTGwQLil', 'https://www.visitusa.org.uk/default.aspx?pname=Explore-USA&u', 'https://www.cnn.com/ampstories/travel/17-of-the-best-places-', 'https://www.nationalgeographic.com/travel/destinations/north', 'https://www.thrillist.com/travel/nation/least-popular-states', 'https://www.thrillist.com/travel/nation/grand-canyon-disney-', 'https://www.rd.com/advice/travel/bucket-list-ideas-50-states', 'https://www.visittheusa.co.uk/state/oregon', 'https://www.visittheusa.co.uk/state/virginia', 'https://www.huffpost.com/entry/to-do-in-america_n_4775300', 'https://www.ustravel.org/', 'https://travel.usnews.com/rankings/worlds-best-vacations/', 'https://www.travelchannel.com/destinations/us/photos/50-of-t', 'https://www.visittheusa.com/state/texas', 'https://www.visittheusa.com/state/montana', 'https://travel.state.gov/content/travel/en/us-visas/tourism-', 'https://en.wikipedia.org/wiki/List_of_state_visits_made_by_E', 'https://www.bbc.co.uk/news/world-us-canada-48509752', 'https://www.holidify.com/country/usa/places-to-visit.html', 'https://www.visitflorida.com/en-us.html', 'https://www.today.com/parents/40-must-see-places-take-your-k']"
Ancient History,"['https://www.google.com/search?q=wars&tbm=isch&source=iu&ictx', 'https://en.wikipedia.org/wiki/War', 'https://www.gettysburgflag.com/history-of-american-wars', 'https://www.gettysburgflag.com/history-of-american-wars', 'https://www.indiatoday.in/education-today/gk-current-affairs', 'http://www.roswellmemorialday.com/history/timeline-of-americ', 'https://en.m.wikipedia.org/wiki/Outline_of_war', 'https://en.wikipedia.org/wiki/War', 'https://en.wikipedia.org/wiki/Category:Lists_of_wars', 'https://www.britannica.com/topic/war', 'http://www.bbc.co.uk/history/worldwars/', 'http://www.stopwar.org.uk/', 'https://www.dailymail.co.uk/tvshowbiz/article-7715039/Star-W', 'https://www.digitalspy.com/tv/ustv/a29886135/star-wars-harri', 'https://edition.cnn.com/2019/11/21/business/frozen-star-wars', 'https://www.theguardian.com/commentisfree/2019/nov/15/britai', 'mailto:?body=War%20https%3A%2F%2Fwww.google.com%2Fsearch%3Fk', 'https://www.youtube.com/watch?v=GZ8mwFiXlP8', 'https://edition.cnn.com/2019/11/21/business/baby-yoda-toys/i', 'https://www.denofgeek.com/uk/movies/star-wars/68674/the-star', 'https://www.nestle-cereals.com/uk/en/star-warsIX', 'https://www.odeon.co.uk/films/star_wars_triple_bill/101659/', 'https://account.swtor.com/user/login?destination=home', 'https://www.amazon.co.uk/Star-Wars-JEDI-Fallen-Order/dp/B07Q', 'https://www.amazon.co.uk/Star-Wars-JEDI-Fallen-Order/dp/B07Q', 'https://www.forbes.com/sites/scottmendelson/2019/11/21/star-', 'https://www.iwm.org.uk/', 'https://www.xbox.com/en-US/games/star-wars-jedi-fallen-order', 'https://www.vam.ac.uk/articles/modernist-theatre-in-britain-', 'https://www.hrp.org.uk/tower-of-london/schools/a-level/wars-', 'https://www.eventbrite.co.uk/e/star-wars-pub-quiz-at-draught', 'https://www.buildabear.co.uk/collections/shop-by-character/s', 'https://www.madametussauds.com/london/en/whats-inside/star-w', 'https://www.showcasecinemas.co.uk/film-info/star-wars-the-ri', 'https://www.cineworld.co.uk/films/star-wars-the-rise-of-skyw', 'https://www.hollywoodreporter.com/heat-vision/star-wars-unce', 'https://www.shopdisney.co.uk/departments/toys/action-figures']","['https://en.wikipedia.org/wiki/Prophet', 'https://en.m.wikipedia.org/wiki/Prophet', 'https://en.m.wikipedia.org/wiki/Prophet', 'https://en.m.wikipedia.org/wiki/Prophets_and_messengers_in_I', 'https://en.m.wikipedia.org/wiki/Major_prophet', 'https://en.m.wikipedia.org/wiki/Abraham', 'https://en.wikipedia.org/wiki/Table_of_prophets_of_Abrahamic', 'https://www.bl.uk/onlinegallery/features/sacred/wfaprophets.', 'https://www.bbc.co.uk/teach/class-clips-video/religious-educ', 'https://www.reviewofreligions.org/795/the-purpose-of-religio', 'https://www.britannica.com/topic-browse/Religion/Religious-P', 'https://www.thedeenshow.com/islam-the-religion-of-all-prophe', 'https://www.whyislam.org/islam/belief-in-prophets/', 'https://www.theatlantic.com/international/archive/2017/08/ne', 'https://www.islam.ms/en/islam-religion-of-all-prophets-uniqu', 'https://www.islamreligion.com/category/53/stories-of-prophet', 'https://medium.com/interfaith-now/there-are-no-prophets-in-h', 'https://web.stanford.edu/class/e297a/Modern%20Day%20Prophets', 'https://www.pbs.org/muhammad/ma_otherrel.shtml', 'https://www.pewresearch.org/fact-tank/2016/03/21/5-facts-abo', 'https://oxfordre.com/religion/view/10.1093/acrefore/97801993', 'https://link.springer.com/chapter/10.1007/978-1-349-81705-4_', 'https://www.learnreligions.com/prophets-of-islam-2004542', 'https://www.change.org/p/house-of-commons-uk-goverment-intro', 'https://www.ldoceonline.com/Religion-topic/prophet', 'https://www2.kenyon.edu/Depts/Religion/Fac/Suydam/Reln328/pr', 'https://www.khanacademy.org/humanities/ap-art-history/cultur', 'https://www.jstor.org/stable/3629959', 'https://www.backstoryradio.org/shows/american-prophets/', 'http://www.vexen.co.uk/religion/god_does_not_need.html', 'https://www.ssrn.com/abstract=1058781', 'https://press.princeton.edu/books/hardcover/9780691164304/am', 'https://rationalwiki.org/wiki/Prophet', 'https://www.sciencedirect.com/topics/social-sciences/religio']","['https://www.google.com/search?q=palestine+history&tbm=isch&s', 'https://www.dummies.com/education/history/world-history/a-br', 'https://www.britannica.com/place/Palestine', 'https://www.britannica.com/place/Palestine', 'https://www.history.com/topics/middle-east/palestine', 'https://en.m.wikipedia.org/wiki/History_of_the_Palestinians', 'http://www.israeladvocacy.net/knowledge/the-truth-of-how-isr', 'https://en.wikipedia.org/wiki/History_of_Palestine', 'https://en.wikipedia.org/wiki/History_of_the_Israeli%E2%80%9', 'https://www.history.com/topics/middle-east/palestine', 'https://www.britannica.com/place/Palestine', 'https://www.dummies.com/education/history/world-history/a-br', 'https://www.science.co.il/israel-history/Palestine-history.p', 'https://www.un.org/unispal/history/', 'https://www.ancient.eu/palestine/', 'https://www.google.com/search?q=Israel&stick=H4sIAAAAAAAAAOO', 'https://www.google.com/search?q=Jerusalem&stick=H4sIAAAAAAAA', 'https://www.youtube.com/watch?v=iRYZjOuUnlU', 'https://www.youtube.com/watch?v=-YLiY0LWrvQ', 'https://interactive.aljazeera.com/aje/palestineremix/al-nakb', 'https://www.bbc.co.uk/newsround/20436092', 'https://www.vox.com/2018/11/20/18079996/israel-palestine-con', 'https://isj.org.uk/the-long-history-of-palestine/', 'https://www.theguardian.com/world/2017/may/16/the-real-reaso', 'https://www.amazon.co.uk/History-Palestine-Ottoman-Conquest-', 'https://www.juragentium.org/topics/palestin/en/history.htm', 'https://foreignpolicy.com/2010/06/23/why-the-irish-support-p', 'https://www.heyalma.com/israel-guide/history-of-israel-pales', 'https://www.infoplease.com/world/countries/palestine', 'https://www.globalresearch.ca/a-brief-history-of-palestine-a', 'https://www.jstor.org/stable/2537216', 'https://history.state.gov/milestones/1945-1952/arab-israeli-', 'https://www.bbc.com/news/world-middle-east-29123668', 'https://www.amnesty.org.au/israel-palestine-history-of-abuse', 'http://www.kinghussein.gov.jo/his_palestine.html', 'https://www.soas.ac.uk/courseunits/155901167.html', 'https://www.soas.ac.uk/courseunits/15PNMH006.html']"
Baby,"['https://www.childsplayclothing.co.uk/', 'https://www.very.co.uk/child-baby/e/b/2249.end', 'https://www.childrensalon.com/', 'https://www.next.co.uk/children', 'https://www.onlinefabricstore.net/makersmill/best-fabrics-fo', 'https://www.onlinefabricstore.net/makersmill/best-fabrics-fo', 'https://www.matermea.com/blog/2014/10/19/the-10-best-online-', 'https://www.sizeguide.net/childrens-clothing-sizes-internati', 'https://community.babycenter.com/post/a15885415/meaning_of_2', 'https://www.laredoute.co.uk/pplp/100/cat-368.aspx', 'https://www.johnlewis.com/baby-child/c5000010', 'https://www.zalando.co.uk/childrens-clothing/', 'https://direct.asda.com/george/kids/D25,default,sc.html', 'https://www.notonthehighstreet.com/baby-child/clothing', 'https://www.bonpoint.com/gb/', 'https://www.childrensoutlet.co.uk/', 'https://www.vertbaudet.co.uk/', 'https://www.theguardian.com/world/2017/feb/05/child-labour-m', 'https://www.bonpoint.com/gb/', 'https://www.pepaandcompany.com/', 'https://www.cocoonchild.com/', 'https://www.houseoffraser.co.uk/kids-and-baby/kids-clothing', 'https://www.trotters.co.uk/', 'https://www.amazon.co.uk/Kids-Clothing-Tops-Jeans-Underwear/', 'https://www.notonthehighstreet.com/baby-child/clothing', 'https://www.parents.com/toddlers-preschoolers/development/so', 'https://www.boden.co.uk/en-gb/children-clothing', 'https://www.jacadi.co.uk/', 'https://www.littlewoods.com/child-baby/e/b/2249.end', 'https://www.villagekids.co.uk/', 'https://en.wikipedia.org/wiki/Children%27s_clothing', 'https://www.independent.co.uk/extras/indybest/kids/clothing-', 'http://www.seesaw.uk.com/', 'https://www2.hm.com/en_gb/kids.html']","['https://www.google.com/search?q=infection&tbm=isch&source=iu', 'https://en.wikipedia.org/wiki/Infection', 'https://advancedtissue.com/2015/08/6-signs-you-have-an-infec', 'https://advancedtissue.com/2015/08/6-signs-you-have-an-infec', 'https://www.medicalnewstoday.com/articles/196271.php', 'https://www.ncbi.nlm.nih.gov/books/NBK209710/', 'https://www.cdc.gov/cancer/preventinfections/symptoms.htm', 'https://www.medicalnewstoday.com/articles/196271.php', 'https://en.wikipedia.org/wiki/Infection', 'https://www.nhs.uk/common-health-questions/infections/', 'https://www.medicinenet.com/script/main/art.asp?articlekey=1', 'https://www.webmd.com/a-to-z-guides/bacterial-and-viral-infe', 'https://www.healthline.com/health/infections', 'https://www.healthline.com/health/signs-of-infection', 'https://www.mayoclinic.org/diseases-conditions/infectious-di', 'https://www.rxlist.com/script/main/art.asp?articlekey=12923', 'https://www.rxlist.com/script/main/art.asp?articlekey=12923', 'https://www.cancer.net/coping-with-cancer/physical-emotional', 'https://medlineplus.gov/bacterialinfections.html', 'https://www.cancerresearchuk.org/about-cancer/coping/physica', 'http://www.hse.gov.uk/biosafety/infection.htm', 'https://www.who.int/topics/infectious_diseases/en/', 'https://dictionary.cambridge.org/dictionary/english/infectio', 'https://kidshealth.org/en/parents/infections/', 'https://www.betterhealth.vic.gov.au/health/ConditionsAndTrea', 'https://www.drugs.com/condition/infection-bacterial-fungal-p', 'https://www.cdc.gov/infectioncontrol/spread/index.html', 'http://needtoknow.nas.edu/id/infection/how-pathogens-make-us', 'https://www.merriam-webster.com/dictionary/infection', 'https://www.nice.org.uk/guidance/conditions-and-diseases/inf', 'https://www.britishinfection.org/', 'https://www.ldoceonline.com/dictionary/infection', 'https://www.aaaai.org/conditions-and-treatments/library/immu', 'https://www.emedicinehealth.com/brain_infection/article_em.h', 'https://www.journalofhospitalinfection.com/', 'https://www.springer.com/journal/15010']","['https://www.google.com/search?q=baby+coughs&tbm=isch&source=', 'https://www.parents.com/baby/health/cough/decoding-babys-cou', 'https://www.nhs.uk/conditions/pregnancy-and-baby/coughs-cold', 'https://www.calpol.co.uk/illnesses-symptoms/cough', 'https://www.parents.com/baby/health/cough/decoding-babys-cou', 'https://www.babycentre.co.uk/a1050293/coughs', 'https://www.pampers.co.uk/baby/development/article/coughs-an', 'https://www.nurofenforchildren.co.uk/blogs/news/coughs-in-ba', 'http://www.childrenshospital.org/conditions-and-treatments/c', 'https://kidshealth.org/en/parents/childs-cough.html', 'https://www.motherandbaby.co.uk/baby-and-toddler/baby-and-to', 'https://www.chla.org/blog/rn-remedies/decoding-your-babys-co', 'https://www.pampers.com/en-us/baby/development/article/cough', 'https://www.nct.org.uk/baby-toddler/your-babys-health/common', 'https://www.chemistdirect.co.uk/is-your-baby-is-suffering-fr', 'http://www.waht.nhs.uk/en-GB/NHS-Mobile/About-the-Trust/?dep', 'https://raisingchildren.net.au/guides/a-z-health-reference/c', 'https://www.emmasdiary.co.uk/baby/baby-health-and-illnesses/', 'https://www.webmd.com/cold-and-flu/cough-home-remedies-babie', 'https://www.webmd.com/children/guide/cough-treatment', 'https://www.healthline.com/health/teething-cough', 'https://www.nursinginpractice.com/coughs-babies-and-infants-', 'https://www.whattoexpect.com/first-year/health-and-safety/ba', 'https://www.medicalnewstoday.com/articles/321114.php', 'https://www.mustelausa.com/baby-cough', 'https://www.healthychildren.org/English/health-issues/condit', 'https://www.essentialparent.com/lesson/how-to-treat-a-baby-c', 'https://www.mayoclinic.org/diseases-conditions/common-cold-i', 'https://www.madeformums.com/baby/baby-coughs/', 'https://www.seattlechildrens.org/conditions/a-z/cough/', 'https://www.goodtoknow.co.uk/family/coughs-and-colds-in-babi']"
Hobbies,"['http://nextluxury.com/mens-lifestyle-advice/top-75-best-manl', 'https://www.moneypeach.com/fun-inexpensive-hobbies/', 'https://www.moneypeach.com/fun-inexpensive-hobbies/', 'https://hobbyhelp.com/inspiration/most-popular-hobbies-in-th', 'https://liveboldandbloom.com/10/habits/interesting-hobbies', 'https://www.thejobnetwork.com/10-hobbies-that-look-great-on-', 'https://hobbyhelp.com/inspiration/list-of-hobbies/', 'https://hobbyhelp.com/inspiration/most-popular-hobbies-in-th', 'https://www.fashionbeans.com/article/best-hobbies-for-men/', 'https://liveboldandbloom.com/10/habits/interesting-hobbies', 'https://www.mantelligence.com/50-fun-hobbies-for-men/', 'https://www.lifehack.org/articles/money/this-list-50-low-cos', 'https://hiconsumption.com/best-hobbies-for-men/', 'https://improb.com/best-hobbies-for-men/', 'http://www.notsoboringlife.com/popular-hobbies/', 'https://www.google.com/search?q=List+of+hobbies&stick=H4sIAA', 'https://www.google.com/search?q=top+hobbies&stick=H4sIAAAAAA', 'https://wallethacks.com/cheap-frugal-fun-hobbies/', 'https://www.thebalance.com/cheap-and-fun-hobbies-4125444', 'https://www.theadultman.com/live-and-learn/list-hobbies-men/', 'https://www.ranker.com/list/cool-hobbies/lauren-slocum', 'https://hbr.org/2018/10/why-ceos-devote-so-much-time-to-thei', 'https://www.moneypeach.com/fun-inexpensive-hobbies/', 'https://en.wikipedia.org/wiki/List_of_hobbies', 'https://www.gentlemansgazette.com/100-hobbies-for-men/', 'https://bestlifeonline.com/hobbies-for-your-40s/', 'https://www.artofmanliness.com/articles/hobbies-for-men/', 'https://ideapod.com/hobbies-for-men/', 'https://www.elitedaily.com/p/pinterest-revealed-the-top-hobb', 'https://iamandco.com/blog/50-hobbies-for-women', 'https://www.antobar.co.uk/top-10-very-british-hobbies/', 'https://www.buzzfeed.com/augustafalletta/hell-yeah-hobbies-f', 'https://www.buzzfeed.com/tomvellner/cheap-easy-hobbies', 'https://www.companionstairlifts.co.uk/news/top-hobbies-that-', 'https://www.thecut.com/2018/01/20-satisfying-hobbies-and-how', 'https://www.ties.com/blog/50-best-hobbies-for-men', 'https://interestingengineering.com/11-of-the-most-popular-ho']","['https://www.google.com/search?q=FC+Barcelona&stick=H4sIAAAAA', 'https://en.m.wikipedia.org/wiki/Lionel_Messi', 'https://www.theperspective.com/debates/messi-ronaldo-truly-b', 'https://www.barcelona.com/barcelona_tickets/fc_barcelona_foo', 'https://en.wikipedia.org/wiki/Lionel_Messi', 'https://www.theguardian.com/football/lionel-messi', 'https://www.givemesport.com/1519882-football-fan-creates-thr', 'https://www.telegraph.co.uk/lionel-messi/', 'https://www.mirror.co.uk/sport/football/news/lionel-messi-na', 'https://www.express.co.uk/sport/football/1207533/Barcelona-T', 'https://www.google.com/search?q=Barcelona+squad&stick=H4sIAA', 'https://www.google.com/search?q=Soccer+Forwards&stick=H4sIAA', 'https://www.google.com/search?q=football+messi&tbm=isch&sour', 'https://www.youtube.com/watch?v=X3yuJd8c44I', 'https://www.youtube.com/watch?v=p693u53Q10U', 'https://www.youtube.com/watch?v=jV0PbW8fJKk', 'https://www.youtube.com/watch?v=0JO_vlYKNAM', 'https://www.standard.co.uk/topic/lionel-messi', 'https://www.planetfootball.com/tag/lionel-messi/', 'https://www.independent.co.uk/sport/football/premier-league/', 'https://www.bbc.co.uk/sport/football/50466381', 'https://www.sport-english.com/en/news/barca/lionel-messis-gi', 'https://www.espn.co.uk/football/lionel-messi/story/3961419/m', 'https://www.express.co.uk/sport/football/1188428/Lionel-Mess', 'https://www.kitbag.com/stores/kitbag/en/c/football/players/l', 'https://www.newsnow.co.uk/h/Sport/Football/La+Liga/Barcelona', 'https://www.fcbarcelona.com/en/football/first-team/players/4', 'https://thesefootballtimes.co/tag/messi/', 'https://www.eurosport.co.uk/football/lionel-messi_prs206833/', 'https://www.whoscored.com/Players/11119/Show/Lionel-Messi', 'https://www.thesun.co.uk/sport/football/5087681/lionel-messi', 'https://www.sportbible.com/football/news-the-incredible-mome']","['https://store.steampowered.com/recommended/', 'https://www.androidcentral.com/best-android-games', 'https://www.androidcentral.com/best-android-games', 'https://www.techradar.com/news/best-pc-games', 'https://www.fourfourtwo.com/gallery/ranked-23-best-football-', 'https://www.pastemagazine.com/articles/2018/12/the-best-mobi', 'https://store.steampowered.com/curator/6856269-Just-Good-PC-', 'https://www.techradar.com/uk/news/best-pc-games', 'https://apps.quanticfoundry.com/recommendations/gamerprofile', 'https://boilingsteam.com/recommended-games/', 'https://vsrecommendedgames.fandom.com/wiki/V/%27s_Recommende', 'https://vsrecommendedgames.fandom.com/wiki/PC', 'https://www.cnet.com/pictures/best-android-games-2019/', 'https://www.facebook.com/games/query/gyml-recommended/', 'https://kotaku.com/the-12-best-games-on-pc-5878852', 'https://www.google.com/search?q=recommended+games&stick=H4sI', 'https://www.google.com/search?q=recommended+games&stick=H4sI', 'https://www.youtube.com/watch?v=A3SsawEu6WQ', 'https://www.youtube.com/playlist?list=PLpwapaw74SZD7Pno5RODz', 'https://www.commonsensemedia.org/game-lists', 'https://thirstymeeples.co.uk/pages/game-guru-recommendations', 'http://www.ifwiki.org/index.php/Recommended_games', 'https://www.neowin.net/news/steams-recommended-games-should-', 'https://www.engadget.com/2017/12/12/steam-curator-recommende', 'https://www.slashgear.com/steam-tweaks-recommended-games-to-', 'https://wellesleyps.org/schofield/principal/recommended-game', 'https://community.arduboy.com/t/recommended-games/5498', 'https://casualgamerevolution.com/games', 'https://www.adweek.com/digital/facebook-pushes-recommended-g', 'https://www.vg247.com/2017/05/09/steam-now-says-why-it-recom', 'https://mensamindgames.com/about/mensa-recommended-games/', 'https://itch.io/updates/try-out-some-recommended-games', 'https://pitcolib.org/kids/recommended-games-kids', 'https://www.pcgamer.com/has-steam-labs-recommended-something', 'https://www.theguardian.com/technology/gamesblog/2010/nov/10', 'https://www.digitaltrends.com/gaming/best-ps4-games/', 'https://www.game.co.uk/en/games/gaming-greats-recommended-ga']"
